name,type,unit,orig_group,cat,cat_name,subcategory,subcategory_secondary,lifecycle,activation,validation,validation_note,severity,recommendation,behavior_risk,consumer,ctor_transfer_target,guard_chain,code_transforms,src_default,set_value,runtime,effective_value,effective_formula,derived_variable,dynamic_range,observed_baseline_range,effect,dependencies,evidence
InpTrailBEOffset,double,points,TRAILING STOP OPTIMIZER,8,Position Protection & Lifecycle,Breakeven,,Production,Clipped,Unvalidated,,P2,Fix,Medium,"CPositionCoordinator BE-stop math (CPositionCoordinator.mqh:2912,2914,3207,3209,3928,3930)",,"At all six sites the BE stop is entry +/- `InpTrailBEOffset * _Point * (InpAutoScalePoints ? (SymbolInfoDouble(_Symbol,SYMBOL_BID)/2000.0) : 1.0)` — a HARDCODED /2000 scale that BYPASSES the anchored g_pointScale (InpScaleAnchorPrice=1282.43). The properly-scaled g_scaledTrailBEOffset (UltimateTrader.mq5:253) is computed and logged but NEVER consumed.","bid-scale, scale, stack",50.0,50.0,50.000000,InpTrailBEOffset * _Point * (BID/2000) = 50.0 * _Point * (BID/2000) [only when InpAutoScalePoints],"InpTrailBEOffset × _Point × (BID/2000)  [BUG: uses hardcoded /2000, NOT g_pointScale]","inline be_sl (CPositionCoordinator:2912,3207,3928); g_scaledTrailBEOffset (mq5:253) computed but NEVER read","BID∈[~1046,~3500] 2019–2026 → scale factor ∈[~0.52,~1.75]; 50pt offset → ~26–88pt effective","BID∈[~1046,~3500] 2019–2026 → scale factor ∈[~0.52,~1.75]; 50pt offset → ~26–88pt effective","Break-even stop offset above/below entry; its hardcoded BID/2000 scaling is inconsistent with the g_pointScale anchor used by every other point-scaled input, so the effective offset drifts with live price rather than the fixed anchor.",InpAutoScalePoints; g_scaledTrailBEOffset (orphaned); InpScaleAnchorPrice (bypassed); InpEnableBEMover / InpEnableAntiStall (which paths fire it),"CPositionCoordinator.mqh:2912,2914,3207,3209,3928,3930; UltimateTrader.mq5:253,261 (orphan compute/log). Verified finding."
InpTrailBETrigger,double,R-multiple,TRAILING STOP OPTIMIZER,8,Position Protection & Lifecycle,Breakeven,,Production,Conditional,Engineering-default,,P3,Keep,Low,"CPositionCoordinator BE proposal/marking (CPositionCoordinator.mqh:3200,3920)",,"`be_trigger = (pos.exit_be_trigger > 0.0) ? pos.exit_be_trigger : InpTrailBETrigger` (3200,3920); `if(profit_r_be >= be_trigger)`. Fallback vs regime profile; and the ACTIVE stop-move it gates in the trailing loop is itself gated by InpEnableBEMover=false, so on config-of-record it only flips the at_breakeven diagnostic / gates proposal eligibility.",,0.8,0.8,0.800000,0.8R (fallback; regime profile overrides),static (init-effective = runtime scalar),—,—,—,R-threshold at which break-even logic triggers; drives an active stop-move only when InpEnableBEMover is on (else diagnostic-only) — but see the un-gated anti-stall BE-move path.,InpEnableBEMover; regime profile exit_be_trigger; InpTrailBEOffset,"CPositionCoordinator.mqh:3200-3216,3920-3937."
InpCrashTrailSuppress,bool,bool,CRASH TRAIL-SUPPRESSOR (Tier-3 §D),8,Position Protection & Lifecycle,Crash-specific protection,,Production,Active,Evidence-backed-adopted,,P3,Keep,Low,CPositionCoordinator trail-suppression eligibility (CPositionCoordinator.mqh:3781),,"`trail_suppress_pattern = (InpCrashTrailSuppress && pos.pattern_type==PATTERN_CRASH_BREAKOUT) || ...` (3781); then `if(trail_suppress_pattern && pos.direction==SIGNAL_SHORT && !pos.crash_trail_unlocked)` (3783) suppresses trailing, re-evaluated once per closed H1 bar until CrashThesisReached() (3786-3790). ADOPTED-ARM: src default false, shipped .set true.",,false,true,true,true (adopted via .set; src default stale-false),static (init-effective = runtime scalar),—,—,—,"Suppresses trailing on crash-breakout SHORT positions until the crash thesis target is reached, preventing premature at-market STOPS_LEVEL clamp exits (Tier-3 SectionD, new baseline $23,771.46, +9.9%).",pos.pattern_type==PATTERN_CRASH_BREAKOUT; SIGNAL_SHORT; CrashThesisReached(); InpPinTrailSuppress (sibling),CPositionCoordinator.mqh:3780-3790; commit 7af0636 (ADOPTED). ADOPTED-ARM (src!=.set).
InpPinTrailSuppress,bool,bool,CRASH TRAIL-SUPPRESSOR (Tier-3 §D),8,Position Protection & Lifecycle,Crash-specific protection,,Experimental,Gated-off,Unvalidated,,P3,Keep,None,CPositionCoordinator trail-suppression eligibility (CPositionCoordinator.mqh:3782),,"`(InpPinTrailSuppress && pos.pattern_type==PATTERN_PIN_BAR)` (3782) OR-branch of trail_suppress_pattern; scoped to SIGNAL_SHORT bear-pins by the 3783 guard. False -> branch never contributes. SF-2 pre-registered experiment, off.",,false,(unpinned),false,false (off),static (init-effective = runtime scalar),—,—,—,When true would suppress trailing on bearish PIN_BAR shorts (same at-market-clamp mechanism as crash suppress); currently a parked pre-registered experiment.,InpCrashTrailSuppress (shares the suppression path); pos.pattern_type==PATTERN_PIN_BAR; SIGNAL_SHORT,CPositionCoordinator.mqh:3782-3784.
InpEarlyInvalidationBars,int,bars,EARLY INVALIDATION,8,Position Protection & Lifecycle,Early invalidation,,Rejected-retained,Gated-off,Rejected,,P3,Keep,None,CPositionCoordinator (CPositionCoordinator.mqh:2679),,`m_positions[i].bars_since_entry <= InpEarlyInvalidationBars` (2679) — only reached when the master switch is on; inert.,,3,3,3,3 (inert),static (init-effective = runtime scalar),—,—,—,Bar window for the early-invalidation check; inert because the master feature is off.,InpEnableEarlyInvalidation,CPositionCoordinator.mqh:2679.
InpEarlyInvalidationMaxMFE_R,double,R-multiple,EARLY INVALIDATION,8,Position Protection & Lifecycle,Early invalidation,,Rejected-retained,Gated-off,Rejected,,P3,Keep,None,CPositionCoordinator (CPositionCoordinator.mqh:2689),,`if(mfe_r <= InpEarlyInvalidationMaxMFE_R && mae_r >= InpEarlyInvalidationMinMAE_R)` (2689) — inert while master off.,,0.20,0.2,0.200000,0.20R (inert),static (init-effective = runtime scalar),—,—,—,Max MFE (R) allowed for an early-invalidation close; inert because the master feature is off.,InpEnableEarlyInvalidation; InpEarlyInvalidationMinMAE_R,CPositionCoordinator.mqh:2689.
InpEarlyInvalidationMinMAE_R,double,R-multiple,EARLY INVALIDATION,8,Position Protection & Lifecycle,Early invalidation,,Rejected-retained,Gated-off,Rejected,,P3,Keep,None,CPositionCoordinator (CPositionCoordinator.mqh:2689),,`if(mfe_r <= InpEarlyInvalidationMaxMFE_R && mae_r >= InpEarlyInvalidationMinMAE_R)` (2689) — inert while master off.,,0.40,0.4,0.400000,0.40R (inert),static (init-effective = runtime scalar),—,—,—,Min MAE (R) required for an early-invalidation close; inert because the master feature is off.,InpEnableEarlyInvalidation; InpEarlyInvalidationMaxMFE_R,CPositionCoordinator.mqh:2689.
InpEnableEarlyInvalidation,bool,bool,EARLY INVALIDATION,8,Position Protection & Lifecycle,Early invalidation,,Rejected-retained,Gated-off,Rejected,,P3,Keep,None,CPositionCoordinator early-invalidation exit (CPositionCoordinator.mqh:2672),,`if(InpEnableEarlyInvalidation && ...)` (2672) — master false -> the entire early-invalidation exit block is skipped.,,false,false,false,false (correctly off),static (init-effective = runtime scalar),—,—,—,"Master switch for the early-invalidation exit (close on high MAE + no MFE within N bars); measured -26.90R destroyer, kept off.",InpEarlyInvalidationBars; InpEarlyInvalidationMaxMFE_R; InpEarlyInvalidationMinMAE_R,CPositionCoordinator.mqh:2672-2689.
InpRSIPeriod,int,bars,STOP LOSS & ATR,8,Position Protection & Lifecycle,RR/reward-room gates,,Production,Active,Engineering-default,,P3,Keep,Low,"CRangeEdgeFade::SetRSIPeriod (UltimateTrader.mq5:1309), CLiquidityEngine::SetRSIPeriod (UltimateTrader.mq5:1427)",,"Pushed into the RangeEdgeFade entry plugin and the LiquidityEngine at init; both create their RSI handle with this period. NOTE: this is an ENTRY-side indicator period mis-grouped under STOP LOSS & ATR, not a protection/lifecycle control.",,14,14,14,14 (bars),static (init-effective = runtime scalar),—,—,—,RSI period for RangeEdgeFade and LiquidityEngine entry logic.,CRangeEdgeFade; CLiquidityEngine enablement,"UltimateTrader.mq5:1309,1427."
InpATRMultiplierSL,double,ATR-mult,STOP LOSS & ATR,8,Position Protection & Lifecycle,Initial SL construction,,Production,Active,Engineering-default,,P3,Keep,Low,"CEngulfingEntry ctor (UltimateTrader.mq5:1273), CMACrossEntry ctor (UltimateTrader.mq5:1277)","CEngulfingEntry, CPinBarEntry",Passed to pattern-plugin constructors; used inside stop construction when the signal yields no structural stop (default SL = N x ATR). MACross plugin may be disabled by its own enable input; Engulfing active.,,3.0,3.0,3.000000,3.0 (x ATR),"InpATRMultiplierSL × ATR(14,H1)  (state-dependent)",SL/threshold distance (price),"ATR(14,H1) gold ~$3–$45 over 2019–2026",scales with live ATR,Default stop distance of 3x ATR for pattern plugins that lack an explicit structural stop.,InpATRPeriod; plugin enable inputs,"UltimateTrader.mq5:1273,1277."
InpMinSLPoints,double,points,STOP LOSS & ATR,8,Position Protection & Lifecycle,Initial SL construction,,Production,Active,Safety-derived,,P3,Keep,Low,"g_scaledMinSLPoints (UltimateTrader.mq5:250) -> CEngulfingEntry/CPinBarEntry/CLiquiditySweepEntry ctors (1273,1275,1276), engines (SetMinSLPoints 1439; CLiquidityEngine 1426; CExpansionEngine 1447), and CSignalOrchestrator floor m_min_sl_points (CSignalOrchestrator.mqh:1040)",,Point-scaled once at init: g_scaledMinSLPoints = InpMinSLPoints * g_pointScale (UltimateTrader.mq5:250); consumed as the EA-wide SL-distance floor across entry plugins/engines and the orchestrator FIX-1 floor.,scale,800.0,800.0,800.000000,InpMinSLPoints * g_pointScale = 800.0 * g_pointScale,InpMinSLPoints × g_pointScale,g_scaledMinSLPoints (mq5:250),price-anchored; ~const over run,price-anchored; ~const over run,Enforces a minimum stop-loss distance floor (frozen-floor pathology now anchored via g_pointScale/InpScaleAnchorPrice).,g_pointScale; InpAutoScalePoints; InpScaleAnchorPrice,"UltimateTrader.mq5:250,1273-1447; CSignalOrchestrator.mqh:1040."
InpMinSLRangePct,double,ratio/%,STOP LOSS & ATR,8,Position Protection & Lifecycle,Initial SL construction,,Experimental,No-op,Unvalidated,,P3,Keep,None,CSignalOrchestrator (CSignalOrchestrator.mqh:1037-1040),,"`else if(InpMinSLRangePct > 0.0 && m_context!=NULL && best_signal.valid)` (1037) — never entered at 0; additionally when CEG is enabled a warning fires and the legacy FIX-1 floor is skipped (1006-1008, CEG wins).",clamp,0.0,(unpinned),0.000000,0.0 (off),static (init-effective = runtime scalar),—,—,—,When >0 would floor SL distance to a percentage of the trailing-48h range (recomputing TPs proportionally); structural no-op at 0. Parked experimental knob.,CEG mode (supersedes it); m_min_sl_points; GetTrailing48hRange(),"CSignalOrchestrator.mqh:1006-1008,1034-1050."
InpMaxPositionAgeHours,int,hours,RISK MANAGEMENT,8,Position Protection & Lifecycle,Max position age,,Deprecated,Unreachable,Rejected,,P2,Deprecate,Medium,CMaxAgeExit (CMaxAgeExit.mqh:56) — dormant; no live reader (RXT-02),,"`if(InpMaxPositionAgeHours>0)` (UltimateTrader.mq5:1571) registers g_maxAgeExit, but that plugin is never Initialize()'d ([QUARANTINED-P0.7]) AND RXT-02 confirms NO live code path reads InpMaxPositionAgeHours to close on age.",,72,72,72,72 (no functional effect),static (init-effective = runtime scalar),—,—,—,"Advertised as a hard 72h age-close, but the only implementation is an init-latched dormant plugin with no live owner (RXT-02 resolved) -> positions are never closed purely on age. Firstpass [D] 'hard age close 72h' is inaccurate.",CMaxAgeExit P0.7 init latch,"UltimateTrader.mq5:1048-1049 (RXT-02 no live reader), 1552-1554, 1571; CMaxAgeExit.mqh:56."
InpEnableRewardRoom,bool,bool,STOP LOSS & ATR,8,Position Protection & Lifecycle,RR/reward-room gates,,Experimental,Gated-off,Unvalidated,,P3,Keep,None,CTradeOrchestrator reward-room obstacle check (CTradeOrchestrator.mqh:437),,`if(InpEnableRewardRoom && InpMinRoomToObstacle>0 && gate_risk_distance>0)` (437) — master false -> block never entered.,,false,false,false,false (disabled feature),static (init-effective = runtime scalar),—,—,—,Master switch for the reward-room obstacle geometry filter; disabled.,InpMinRoomToObstacle,CTradeOrchestrator.mqh:437.
InpMinRRRatio,double,R-multiple,STOP LOSS & ATR,8,Position Protection & Lifecycle,RR/reward-room gates,,Production,Active,Engineering-default,,P3,Keep,Low,"CTradeOrchestrator RR gate (CTradeOrchestrator.mqh:404,419) via m_min_rr_ratio",,effective_min_rr = m_min_rr_ratio (404); `if(actual_rr < effective_min_rr) return position` -> REJECT (419-429). actual_rr = reward/gate_risk_distance.,,1.3,1.3,1.300000,1.3 (R-multiple),static (init-effective = runtime scalar),—,—,—,Hard RR gate: rejects any signal whose actual reward:risk is below 1.3.,InpRRGateSymmetric (reward computation); InpMinRRShortCrash (SHORT-crash relax branch),CTradeOrchestrator.mqh:399-430; UltimateTrader.mq5:1775.
InpMinRRShortCrash,double,R-multiple,STOP LOSS & ATR,8,Position Protection & Lifecycle,RR/reward-room gates,,Rejected-retained,No-op,Rejected,,P3,Fix,None,CTradeOrchestrator RR-relax branch (CTradeOrchestrator.mqh:412),,"`if(sig_type==SIGNAL_SHORT && (regime==REGIME_VOLATILE||REGIME_CHOPPY))` -> effective_min_rr = InpMinRRShortCrash (412). Because InpMinRRShortCrash (1.30) == InpMinRRRatio (1.30), the relaxed threshold equals the base gate.",,1.30,1.3,1.300000,1.30 (== base RR gate),static (init-effective = runtime scalar),—,—,—,"Intended to relax the RR gate for SHORT crash-reversals in high-vol regimes, but equals the base 1.3 so the branch changes nothing (VERIFIED no-op). Fix = set below 1.3 to actually relax, or remove.",InpMinRRRatio (identical value neutralizes it); regime classifier,CTradeOrchestrator.mqh:406-417 (verified finding).
InpMinRoomToObstacle,double,none,STOP LOSS & ATR,8,Position Protection & Lifecycle,RR/reward-room gates,,Experimental,Gated-off,Unvalidated,,P3,Keep,None,"CTradeOrchestrator (CTradeOrchestrator.mqh:437,445)",,Only read when InpEnableRewardRoom is true (437); `if(room_in_r < InpMinRoomToObstacle)` (445) -> reject. Inert while RewardRoom off.,,2.0,2.0,2.000000,2.0 (inert),static (init-effective = runtime scalar),—,—,—,Minimum R of room to the next structural obstacle required to accept a trade; inert because the master feature is off.,InpEnableRewardRoom,"CTradeOrchestrator.mqh:437,445-454."
InpRRGateSymmetric,bool,bool,STOP LOSS & ATR,8,Position Protection & Lifecycle,RR/reward-room gates,,Production,Active,Evidence-backed-adopted,,P3,Keep,Low,CTradeOrchestrator reward computation (CTradeOrchestrator.mqh:399-401),,"reward = InpRRGateSymmetric ? SymmetricReward(tp1,tp2,entry) : MathAbs(MathMax(tp1,tp2)-entry) (399-401). ADOPTED-ARM: src default false, shipped .set true.",,false,true,true,true (adopted via .set; src default false),static (init-effective = runtime scalar),—,—,—,"Computes RR reward as max|TP-entry| over SET TPs (symmetric) instead of the long-biased MathMax(tp1,tp2)-entry, fixing 26 spurious short RR kills (18 PBC shorts).",InpMinRRRatio (the gate it feeds),CTradeOrchestrator.mqh:395-401; ADOPTED-ARM (src!=.set).
InpAutoCloseOnChoppy,bool,bool,RISK MANAGEMENT,8,Position Protection & Lifecycle,Regime/choppy exit,,Rejected-retained,No-op,Rejected,,P3,Deprecate,None,CRegimeAwareExit::CheckForExit (CRegimeAwareExit.mqh:152),,"Registration gate `if(InpAutoCloseOnChoppy)` (UltimateTrader.mq5:1572) pushes g_regimeExit into g_exitPlugins, BUT the plugin is never Initialize()'d ([QUARANTINED-P0.7] latch) so CheckForExit early-returns on !m_isInitialized; the live condition `InpAutoCloseOnChoppy && current_regime==REGIME_CHOPPY` (CRegimeAwareExit.mqh:152) additionally never satisfies (CHOPPY 0/815 on gold).",,true,true,true,true (inert),static (init-effective = runtime scalar),—,—,—,"Would flatten positions in a CHOPPY regime, but the owning exit plugin is init-latched off (P0.7) and CHOPPY never classifies on gold (0/815) so it never fires.",CRegimeAwareExit P0.7 init latch; regime classifier (REGIME_CHOPPY); CRegimeRiskScaler exit profiles = real owner of regime exit geometry,"UltimateTrader.mq5:1572 (gated registration, dormant); CRegimeAwareExit.mqh:114,152; P0.7 ownership block UltimateTrader.mq5:1540-1566."
InpStructureBasedExit,bool,bool,RISK MANAGEMENT,8,Position Protection & Lifecycle,Regime/choppy exit,,Experimental,Gated-off,Rejected,,P3,Deprecate,None,"CRegimeAwareExit::CheckForExit (CRegimeAwareExit.mqh:93,157)",,"Read only inside CRegimeAwareExit, which is one of the four [QUARANTINED-P0.7] dormant duplicates (never Initialize()'d) so CheckForExit early-returns before either branch; also default false.",,false,false,false,false (inert),static (init-effective = runtime scalar),—,—,—,When true would switch the (dormant) regime exit to structure-based logic; the plugin is init-latched off so it has no runtime effect.,CRegimeAwareExit P0.7 init latch; InpAutoCloseOnChoppy,"CRegimeAwareExit.mqh:93,115,157; dev-confirmed irrelevant (no CHOPPY); P0.7 block UltimateTrader.mq5:1540-1566."
InpEnableShockDetection,bool,bool,SHOCK PROTECTION,8,Position Protection & Lifecycle,Shock protection,,Production,Active,Engineering-default,,P3,Keep,Low,OnTick shock gate (UltimateTrader.mq5:2737-2740),,"`if(InpEnableShockDetection && g_tradeExecutor != NULL)` (2737) -> g_tradeExecutor.DetectShock(shock_atr, InpShockBarRangeThresh) (2740); shock -> block/reduce new entries this bar.",,true,true,true,true,static (init-effective = runtime scalar),—,—,—,Enables the entry-bar range/ATR shock override that blocks or risk-reduces new entries during a volatility shock.,InpShockBarRangeThresh; CEnhancedTradeExecutor::DetectShock; InpMinSessionRiskFactor (floor on the combined reduce),UltimateTrader.mq5:2737-2755.
InpShockBarRangeThresh,double,ATR-mult,SHOCK PROTECTION,8,Position Protection & Lifecycle,Shock protection,,Production,Active,Engineering-default,,P3,Keep,Low,CEnhancedTradeExecutor::DetectShock via OnTick (UltimateTrader.mq5:2740),,Passed as the bar-range/ATR threshold to DetectShock (2740); bar_range/ATR >= 2.0 classifies a shock.,,2.0,2.0,2.000000,2.0 (x ATR),"InpShockBarRangeThresh × ATR(14,H1)  (state-dependent)",SL/threshold distance (price),"ATR(14,H1) gold ~$3–$45 over 2019–2026",scales with live ATR,Shock trigger: a signal bar whose range is >=2.0x ATR is treated as a volatility shock.,InpEnableShockDetection,UltimateTrader.mq5:2740.
